User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Work Description,Work Tasks,Work Tools,Work Processes,AI Envision,Recruitment Source
ab4a13d8-7979-4a4b-a2c2-f16f8124ac4d,Computer and Information Research Scientists,Male,Other,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Never,Monthly,Never,Weekly,Never,Monthly,,"I am currently working on robotics and embodied AI. My daily work is like - designing data-driven algorithms that can be applied to robots to make them accomplish downstream tasks in the real world, training models with our designed method, and conducting experiments to test the effectiveness.",,,I would like to use AIs to help me debug on the code; draw figures for data analyses on the experimental results; as well as provide ideas in new methods and designs.,WoM
a764dd59-bb7b-4ab9-a745-c1f39bb40acb,Logistics Analysts,Male,White,30-60K,48,Associate Degree,Less than 1 year,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,29687,Republican,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,"I gauged the recommended usage of gasoline, fertilizers, manpower, timing, drive time for a small hardscape design company. One of the criminal masterminds attempted to block the doorbell with his body, but his teenage frame was too skinny, so he could still clearly see it, so he stealed the baggage in the background. The teenagers showed their faces to the camera, but sadly, they didn't make it public. Ah, I'm going to find a way to rest this video. I like this video because I see thousands of these online, so hopefully the parents are on the ground again, so they become well-fighting citizens. The learning video is pretty embarrassing, but those kids are the only ones who can learn.","I ensure that we have enough manpower, materials, equipment that we need and the gas that we need to run that equipment to do the jobs that we have booked up in the allotted time that we have to do them in.","I use Tableau or Fortran to help me organize and keep track of my 5 P's, my 4 V's, the KPI, KRA, and OKRs of my business. It is very helpful to me because they pretty much do all the work for me. Those tools align all of those numbers for me and present them to me in a way that is easy to understand and to explain to others.","Each job requires a different set of materials and set of tools to complete and it requires more time or less time and more or less fuel to get to certain job sites. So mostly what I do is I make sure before we embark on that job that we make sure that we have all the materials required for that job, we have enough gas to get there, we have enough manpower to complete the job, and if we are lacking somewhere, I pick up that slot.",I haven't really thought of using AI in my daily workflow. I do understand where it would benefit me greatly. I just have yet to venture that far in my business endeavors as to find an AI that would work for this type of work.,Prolific
e0e92c81-5ee5-435a-95a5-052d30a3e18a,Logistics Analysts,Female,White,30-60K,30,Bachelor’s Degree,1-2 year,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,43054,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Monthly,"I make presentations for Bank of America so I can create anything from a project that they're working on and so it could be with health care or tech, linguistics and items like that. Along with PowerPoints I can create tables and charts within Excel that they need and also maps that they need created so if I pull from a company that has X amount of locations I can pinpoint those exact locations and put them on a map.","So, I can go in, into the bank side of America, we have a separate system that I log into, and I will go into our Q system, where we have all of our jobs listed out, and I will get assigned a job, and so I will read over the job, and that can range from anywhere from creating a PowerPoint, taking a PowerPoint and putting it into a custom template, creating tables and charts in Excel to go into a PowerPoint, and there's also the create maps.","Mainly, I use PowerPoint and then after that can range between each tasks. So if I need to create charts or tables, I would use Excel and then put them into PowerPoint. If I need to chart trace anything or make icons and logos, I will use Illustrator. If I need to work on photos that need to go into PowerPoint, I would use Photoshop. And then lastly, if I am working on a map job, which is least likely to happen, but I get a few every now and then, I will use ArcGIS.","So, for like a main task, I will get the job or the person will assign me the job and I will look through it. I will then make or clock into the job and then I will make contact with the client saying that I am currently working on the job and then if there's any clarifying questions I need to ask them, I will and then I will download all the files that I need and then work on the project. Again, projects can range between 1 hour to 40 hours. A lot of times I'll get jobs that are roughly 2 hours and so then I'll work on it and then once I'm done, I get it checked before I send it off to the client and if that gets approved, I will send it off, let the client know that I have uploaded the project and to please look it through and then I will wait about 20 minutes to get a response and if I don't get it, I will close out of the job.",Um Something I wouldn't see is maybe getting the copyright and so if they would need like X amount of work to put in to Like a presentation and needs a summary on based on the company they're working with that would be nice to envision AI to give Me briefs things that can put into a PowerPoint and also maybe to Helping with creating images to take Like backgrounds off. I know with Photoshop. They kind of have that and I kind of use that daily or Weekly to help remove backgrounds on images as well,Prolific
afcc5fbc-a2e9-45dd-a44b-ecea0c4db639,Credit Counselors,Male,Asian American and Pacific Islander,86K-165K,30,Bachelor’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,,I look at SQL to analyze data and also look at SAS data on a monthly basis to look at loss ratio.,,,AI will help tremendously where I can generate code using AI and it will help me to improve my efficiency and automate a lot of process much easier.,Prolific
23a9d864-00de-46c1-b992-28ef8c402d98,Logistics Analysts,Female,White,30-60K,36,"Some College, No Degree",More than 10 years,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,,Republican,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,"All day I am in charge of dispatch, incoming calls. I'm also in charge of material supply for our technicians. I make sure we have fully stocked warehouse. I make sure that we are up-to-date on all paper goods and material needed inside the office. I handle customer service, billing, bookkeeping, kind of a jack-of-all-trades.","Some more service calls, then outgoing calls, outboarding calls, dispatching technicians. Once all the technicians are dispatched, then we go through bookkeeping, tax keeping. We double check the bank account, all material purchases, then we make sure that everything is up to date in the warehouse, make sure that we have all the material we need that is up to date and up to stock, then we keep doing that on repeat throughout the day until the end of the day.","For daily incoming calls, we use email and Google Docs. We use QuickBooks for simple invoicing and estimates. We use Excel sheets for material tracking. We use a few other banking options for incoming outgoing transactions from our customers and technicians.","The task I do most is dealing with customer service calls. We have an in-boarding answering service, so then when the calls come in, I reach out back to the customers if necessary, call them to sort out any appointment scheduling or any issues they had with their service. The second most frequent thing I spend time on would be bookkeeping, invoicing, tax prep, and accounting. We use QuickBooks for that. Basically, we check in invoices, paid invoices. We use appointee for scheduling and double-tracking of our information. We check in paid invoices, we write out due invoices. I use Microsoft Excel for the rest of the day, checking in material, making sure that we are up-to-date with any material our technicians may need to complete the work.","I would imagine AI would be very helpful as far as our material logging information goes. We're a small company, so making sure that we have the right material on all of our technicians' trucks, as well as in our warehouse, having some sort of computer system in place other than personal check by check by check would be much more beneficial and time efficient.",Prolific
01c40b5b-4acc-4735-b2fd-f94fa1eed131,Customs Brokers,Female,Black,60-86K,26,Master’s Degree,1-2 year,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,20003,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,,"I work in supply chain management in the international development field, so my work entails tracking the delivery of drugs from donors to recipient countries and facilitating the customs process of the drugs usually consigned by the recipient government and then overseeing the clearance process and then delivery to the port and then from there delivery to the communities within which the drugs will be distributed.",,,"AI could be useful in creating maybe a software or something simpler to track inventory of different drugs and their associated materials such tools by country as well as tracking or virtually delivering the shipping documents that need signatures before they're submitted for customs clearance and the payment of fees at customs. I think another thing that AI could be really useful for would be translation because I work with many different countries, majority francophone countries, there's a lot of translation ongoing between shipment documents between French and English and sometimes Spanish as well. ",Prolific
1892ece6-abdb-4317-a6cf-a1f1ae4ef533,Quality Control Analysts,Male,White,86K-165K,27,Master’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,17403,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Weekly,Weekly,Weekly,,"As a quality control analyst, I am responsible for testing and inspecting products or materials to ensure they meet established quality standards and specifications. We use various tools and techniques to detect defects or monitor production processes and document results. Our work is to maintain product consistency, safety and compliance with the regulatory requirements.",,,"AI-powered image recognition can quickly identify defects in products with higher accuracy than manual inspections. Machine learning models can analyze production data to predict potential quality issues before they occur, reducing waste and downtime. Now when it comes to real-time monitoring, AI can continuously monitor data from sensors and flag anomalies instantly, allowing faster corrective action. AI can suggest adjustments to manufacturing processes that improve consistency and product quality.",Prolific
505a1fa5-c185-415b-a865-676adec48df6,Web Administrators,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,,"I will not be too much workload on top systems. My day-to-day work activity as a web developer. What we do on our day-to-day job activities as a web administrator is just to make sure the website runs smoothly and securely. We look like we are behind the screen crew, keeping the show going. What our day-to-day job activity looks like is checking the health of the website, dealing with technical issues, managing website content, security tasks, user management, performance and optimization.",,,"I'm using AI in my daily workflow. AI is just like a work, a colleague because they help make jobs easier for us. Whenever the jobs kind of look difficult, it's easy to just contact AI and give its own opinion. Then from there we can get an idea or a lead. So AI tends to make our job easier on a day-to-day activity.",Prolific
c5617d1a-ed2c-44bc-88f7-9f4c282f939e,Web Administrators,Male,White,165K-209K,44,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,"Website, maintenance, server management, security, technical support.",,,"Routine automation, chatbots and user support, content management automation, security enhancements, website monitoring & alerts",Prolific
860df91f-578b-4a08-add4-545df40ced55,Network and Computer Systems Administrators,Female,White,86K-165K,59,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Never,Weekly,Never,Weekly,Daily,Monthly,Never,Daily,"As a network and computer administrator, my work is kind of broad. It involves network management and system administration that makes up the job. It defines the job role clearly. Network administration, under that I'm involved in design, maintaining computer networks such as LAN and implement security measures to prevent against other threats by using firewalls, access controls etc. and also ensure data backup and recovery processes are in place to avoid data loss. This part is under the system administration aspect of the software and also provide feedback and support to users to resolve hardware etc.","For my work, I mainly develop security policies to prevent against cyber attacks. I also ensure that the systems and the network continually support the growth of the business, of the activities that is done in the company. I ensure data recovery and backup to avoid data losses. I manage user accounts, creating, deleting, and also server software updates. I monitor the performance of the network and troubleshoot for problems and wherever there are issues, detect and develop procedures to resolve such.","Okay, by usage frequency, I think I'll start with, I'll say security to such like antiviruses. So we use the Norton antivirus, it's up there, and then we use SNOT to detect, prevent cyber threats, cyber attacks, all that. Then after the antiviruses, we do more troubleshooting. So we use Wireshark, Traceroute to solve, detect, diagnose connectivity, network connectivity issues. Then next is the firewalls, okay, we use firewalls and to monitor performance, okay, configure ultimate configuration ETC, we use Pupet.","So, of most critical is preventing data losses. We ensure first backup of critical data, data files, the databases, configuration, system configuration, etc., regularly test the backups and ensure that the data is safe and they are all recoverable, install firewall to control incoming and outgoing traffic, so that's quickly it. So, storage of and backing up is very important and we do that first. Then we prevent cyber attacks and using the firewalls, we also use IDPSs, Intrusion Detection and Prevention systems, to prevent intrusion attempts, we conduct phishing simulations to test awareness and response, we monitor network traffic systems, and then lastly, we use Wireshark and SolarWinds to monitor network performance etc.","I envision AI in my daily workflow as a very critical, important component of my work because the task is very complicated and almost, I would say, to me, very impracticable to do without AI because AI helps to detect, it's fast, it's quicker, it's more accurate, more efficient. Okay, so with AI, I can do more, okay, I am less stressed out, I can allocate time for more complex processes and I can multitask. So with AI, we are more efficient, we are more up-to-date and we are more fast to respond to issues.",Prolific
43702706-aba1-4a42-8905-ee806c617c94,"Energy Engineers, Except Wind and Solar",Female,Black,30-60K,55,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,32533,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,A big part of my role involves modeling energy performance using software like RETScreen or Python and collaborating with cross-functional teams to implement cost-saving measures. I also stay updated on regulatory standards such as ISO 50001 and advise clients on decarbonization strategies. Every project balances technical positions with environmental impact whether I'm troubleshooting a HVAC system or planning microgrid installations.,"My work splits into three main areas: First, energy audits, this involves analyzing buildings and industrial sites to identify efficiency gaps. Second, renewable projects, this involves designing solar/wind systems and modeling their performance. Third, data work, this involves tracking energy usage patterns and optimizing systems with software. Most weeks involve site visits, client meetings, and technical reports to bridge engineering and sustainability goals.","I use tools daily like Excel/Python for data analysis and energy modeling. AutoCAD for system designs. Weekly, I rely on RETScreen for renewable feasibility studies, and PVsyst for solar simulations. Occasionally, I use HOMER for microgrid planning or PowerBI for client dashboards. For collaboration, Teams and SharePoint are constant.","For energy audits, I start with utility bill analysis, then conduct on-site equipment inspections, and finish with an ROI report for upgrades. For solar designs, I begin with on-site shading analysis in PVSyst, size components, then create permit-ready layouts in AutoCAD. For data optimization, I collect meter data, build consumption models in Python, then simulate energy-saving scenarios before presenting findings to clients.","I'd use AI in three main ways, first to predict energy needs and adjust systems automatically. Second, to handle boring paperwork and data checks so I can focus on important work. Third, to test different solar or wind set ups quickly and pick the best one. AI can also warn me about equipment problems before they happen, saving time and money.",Prolific
4f3a2046-c0fc-49e6-ad4b-9b123f293943,Statisticians,Male,Asian American and Pacific Islander,165K-209K,18,"Doctorate (e.g., PhD)",3-5 years,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,No political affliation,I have heard of them but don't know much about their functionalities.,"Yes, I use them every day in my work.",Daily,Never,Monthly,Never,Never,Never,Weekly,Never,Never,,Write statistical analysis plan. Review analysis outputs. Write analysis codes. Meet with interdisciplinary collaborators.,,,Help me spotting errors and inconsistency in analysis outputs. Help me write computer programs. Help me with meeting minutes. ,WoM
c904660f-f20a-4dcc-b81a-6d19e4647e2f,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,165K-209K,24,Master’s Degree,Less than 1 year,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Never,Never,Monthly,Never,Weekly,Never,Daily,,"First, work on testing strategies of energy based technologies. Second, test those strategies. Third, analyze and implement results to future work. ",,,AI has helped me put together tables such as DOE’s and has helped me write MATLAB scripts. My use of AI fits within ChatGPT’s capabilities ,WoM
21801a4a-d8b1-422d-a001-5b20af0d2651,Clinical Data Managers,Male,Other,165K-209K,45,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,95134,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Daily,Weekly,Never,Never,Daily,,"I manage clinical research programs, coordinate timelines, review data, and work with cross-functional teams like clinical, regulatory, and data management. I also track progress using tools like Smartsheet and SharePoint, and help prepare documents for regulatory submissions.",,,"I see AI helping with streamlining document review, summarizing clinical data, automating repetitive project management tasks, and improving forecasting for timelines and resource planning.",WoM
696b9bf8-d377-42ae-b561-84716428bf09,Biostatisticians,Female,Asian American and Pacific Islander,30-60K,26,Master’s Degree,Less than 1 year,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,48105,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Monthly,Never,Never,"I am a PhD Student in Biostatistics. I develop statistical method for personalized medicine, and also provide data science support to medical research.","I develop statistical methodologies, program code and develop software packages, I also do statistical analysis on medical data, especially manipulating big data.","I use R, Python, and SAS.","Data analysis, write manuscript, coding.
",I use AI for checking correctness of the grammar in my writing.,WoM
0ff78de2-c4de-4307-9469-f0ef6111d114,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,30-60K,33,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,8602,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,,"As a Lead Engineer at an AI-based company, my daily routine begins with reviewing our Jira board to assess ongoing and pending tasks, followed by a standup meeting where the team aligns on priorities and addresses any blockers. I then focus on my assigned work, which varies from core programming and bug fixing to research-driven development, depending on the project's needs. My approach is dynamic, allowing me to optimize effort across different types of tasks. Throughout the week, approximately 20% of my time is dedicated to meetings, including technical discussions, planning sessions, and coordination with stakeholders. The remainder of my time is spent on development, problem-solving, and supporting the team to ensure smooth progress and high-quality deliverables.








",,,"I usually use AI—particularly ChatGPT—nowadays to help me clearly understand complex topics or unfamiliar concepts. It serves as a quick and efficient way to deepen my understanding without sifting through multiple sources. I also occasionally rely on it to review or generate starter code and explore more organized or idiomatic implementations of certain programming tasks. This helps speed up development and often gives me a fresh perspective on solving technical problems.


",WoM
83961ddc-3c8a-4190-8d60-15d596f09f4b,"Securities, Commodities, and Financial Services Sales Agents",Male,White,86K-165K,40,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,My job basically consists of developing applications for our users for financial reasons. It can also be apps for certain security measures and basically the workflow to create the app and get it in the user's hands.,"A lot of it depends or consists primarily on coding. There will be a lot of research that goes into that, a lot of collaboration with different team members. There are also training involved with that for some of the technologies that we may not have been able to use yet. So, everything centered around a development environment pretty much goes into the day-to-day job.","Thank you so much for watching, and I'll see you in the next video.","This has been a presentation of the Board of Trustees, and I look forward to meeting you in person at any time in the future.",That's all for now. Stay safe out there.,Prolific
4da2b8a1-935f-4339-93d5-f28bc044a3fb,Mechanical Engineers,Male,Other,0-30K,21,Bachelor’s Degree,Less than 1 year,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Weekly,Daily,"I am an undergrad student who is working in different areas of ML, specifically in vision and multimodal areas","Typically I do research in which some time is spent in reading different papers and going through all the new things that are published on each day. Apart from that, I try to write code, contribute to some opensource repo like MTEB.  So, overall I spent time learning new things and increasing my knowledge in AI/ML Domain.","Mostly for coding purposes, I rely on Python, its libraries, and Hugging Face Transformers. In software, I mostly used VS Code.","I generally try to spend most time on coding. So, it's started from analyzing the task, understanding the needs, going through past work done and identifying what things to be add. Then taking help from some AI coding assistant to help me assist during code writing. Going through documentations, stack overflow or some other websites when facing errors in syntax, or any other errors, debugging them and doing this again and again till it works.","For me, it's not an envision, but I am using AI in most parts of my daily workflow. From using code assistants for code writing, using GPT, Claude models for various simple and complex questions, using perplexity to do efficient searches, and many more. Even, I am using AI to study for exams, and most of the time it works best for me",WoM
39d11dd4-ecec-4914-b456-837b59a82a72,Fundraisers,Male,Asian American and Pacific Islander,30-60K,22,Bachelor’s Degree,Less than 1 year,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Daily,Weekly,Monthly,Weekly,Never,Never,I'm one of the co-creators of alphaXiv which is an academic collaboration tool.,"My work is split between brainstorming product features, coding, as well as talking to users and advisors to plan out next steps.",#NAME?,"I wouldn't say there's a task that I spend the most time on, it feels more like several dozen tasks that time is equally split between. When it comes to the process of brainstorming and planning a feature it typically involves a lot of in-person discussion and collaboration.","AI has been really helpful coding features up quickly, especially quick features that are smaller in scope or things I need to do proof-of-concept for. I haven't really used AI for workflow/planning stuff quite yet.",WoM
b7f7d3c6-867c-4d42-bc1a-2f5c23773973,Computer Systems Engineers/Architects,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,48154,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Never,Never,Never,Weekly,Never,Never,Never,Never,,"I set up servers for hosted clients. We host a software for library management and some customer, it's basically cloud services for our customers. I set up the servers or I migrate from other servers or from other vendors. We also, I also do server maintenance and other various tasks.",,,"My typical use of AI has been for searching. If we have run into a problem and I need to do a Google search, I've been using AI predominantly to look up resolutions and get good step-by-step explanations and such.",Upwork
6eea9af0-0b55-4c3c-a487-ddb5ad4bd58b,Reservation and Transportation Ticket Agents and Travel Clerks,Male,White,209K-529K,36,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Never,Monthly,"I help customers book and modify their travel reservations, whether it be flights or hotels or cars, to ensure that they get the best option for their travel needs and for their budgets. I troubleshoot issues, I answer their questions, and I make sure that their trip is stress-free.","I would say most of my day is booking and modifying travel reservations. I use different reservation systems to book and modify reservations as needed. I have to verify availability, pricing, budgets, things like that. Sometimes I have to answer questions of other customers based on their itineraries or if they need to make any adjustments. I also manage documentation, so making sure the documents like the customers travel documents are up-to-date and everything is compliant for whatever destination they're traveling to. And another is probably coordinating with other partners if other vendors are needed and maybe making some reports is probably a small part of my daily tasks. So internal reporting of sales or different analytics that are necessary.","I mainly use a system called Galileo to search in book itineraries. I sometimes have to use a different one called Apollo, and on rare occasions there's another system called Worldspan that I will search and book travel in, but it's mostly Galileo is the main one, and I use that to search availability and book the reservations as needed.","When a request comes in, I will do an availability search in the system to see what options fit the budget or the timeline for hotel or flights, even rental cars if that's necessary. And then I will book the reservation and send the customer the itinerary and if that fits their needs or their budget, then they'll accept it. If there's any adjustments that need to be made, I can adjust it. Sometimes it's not individual customers, sometimes it's a corporation that I need to book for and usually they have a preferred vendor and I'll book through those. And I think when it's customer requests for any changes or support, those usually come in through email, sometimes phone, and I will make those adjustments accordingly. And for documentation or reporting, it's usually compiling reports in that system and maybe also using Salesforce for some of the reports that are more sales related.","I think AI could definitely help in responding to emails for me where I could help, it could help me write them in a certain way or respond to customers where it would be a faster way of helping me do that. I think it could also help with looking at data in different ways where I could ask it to help with different ways of analyzing some of the data and sales data or booking data that we have. I think it could also be helpful with interacting with customers depending on the type of customer it is. I think it could be helpful with coming up with the right talking points for example.",Prolific
bc83cb1a-e75f-4513-9808-56131c2592e9,Mechanical Engineers,Male,Other,30-60K,24,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,94305,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Daily,Weekly,Weekly,Daily,Monthly,Weekly,"I'm a mechanical engineer doing robotics research, with a focus on hands-on hardware design. I spend a lot of time prototyping","I spend a lot of time designing, 3D printing, and physically assembling parts. This includes tasks like removing print supports, sanding, tapping threads, and testing mechanical fits. When something doesn’t work, I go back to CAD to adjust the design—often multiple times a day. I test how mechanical parts work with electronics—sensors, motors, PCBs—often wiring things up and debugging basic circuits. Before I leave the lab, I always prep tasks that can run unattended, like long 3D prints or silicone casting for soft components. A smaller but regular part of my time goes into research meetings, classwork, and keeping notes on what I build and test.","In my day-to-day robotics work, I rely heavily on hands-on prototyping tools—calipers, taps, soldering equipment, silicone casting tools, and power tools for assembling and refining mechanical parts. For CAD, I primarily use Onshape for quick iterations and SolidWorks for more detailed assemblies. I frequently work with slicer software like PrusaSlicer, Cura, or Bambu Studio, depending on the 3D printer I’m using. I also use Visual Studio Code (VSCode) to write and debug code for microcontrollers, often interfacing with motors and sensors. Depending on the project, I occasionally use tools like MATLAB, oscilloscopes, or logic analyzers for testing and analysis.","The task I spend the most time on is hardware prototyping, especially iterating mechanical parts for robotic systems. Here’s how I typically approach it:
First, I start with a rough design in Onshape or SolidWorks, based on the function I need—whether it’s a joint, gripper, or sensor housing. I pay attention to mechanical constraints like clearances, fasteners, and integration with electronics. Once the CAD is ready, I export the model to a slicer like PrusaSlicer or Cura, adjust the print settings, and send it to the 3D printer.
While the part is printing, I often prepare other things in parallel—debugging code, working on circuit connections, or updating documentation. Once the print is done (usually the next morning), I carefully remove supports, polish the surface, tap holes, and test the fit with existing components. If it doesn’t work as expected, I revise the CAD model, taking notes on what failed (e.g. interference, weak joints), and restart the process.
It usually takes a few iterations to get everything right. Once the design works, I integrate it into the larger system and move on to physical or mechatronic testing.","I see AI playing a valuable role in several parts of my workflow. For mechanical design, AI could help generate and optimize CAD models based on functional constraints, speeding up early-stage prototyping and reducing the number of trial-and-error iterations. In mechatronic integration, AI tools could assist with auto-tuning control parameters or detecting failure patterns from sensor data during testing. For coding, AI-powered code assistants (like Copilot or ChatGPT) already help me debug firmware, generate boilerplate, and suggest improvements. I also see potential in using AI for automating documentation—summarizing experiments, tracking design changes, or generating test logs. Ultimately, I envision AI as a collaborator that reduces repetitive tasks and helps me focus more on creative problem-solving and system-level thinking.",WoM
16afd36f-be6e-4d00-8b11-34f3d4a4fa06,Mechanical Engineers,Female,Asian American and Pacific Islander,209K-529K,29,"Doctorate (e.g., PhD)",1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,94086,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Monthly,Monthly,Monthly,Monthly,Weekly,Never,Weekly,,"CAD design and evaluation of designs via physics-based modeling and simulations. Post-processing, analysis, and presentation of the modeling results which influence the design decisions.
Setting up measurements of the test devices to extract key parameters, which sometimes requires development of new test methodology and physical interactions with the test devices.",,,"Expedite data analysis code generation, automation of repetitive tasks, and as a partner brainstorming new ideas.",WoM
0b605a9d-c425-4c60-8e12-10758102cd32,"Securities, Commodities, and Financial Services Sales Agents",Male,White,30-60K,77,Bachelor’s Degree,6-10 years,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,89145,Republican,I use them regularly.,"Yes, I use them every day in my work.",Never,Monthly,Monthly,Weekly,Weekly,Monthly,Weekly,Never,Weekly,"So, high-analyzed data supports decision-making and streamline processes to help improve business outcomes. That includes evaluating financial trends, assessing operational risk, reviewing performance metrics and helping others make well-informed strategic choices.","In my work, I spend most of the time analyzing data reports to understand performance and guide decision making. I also communicate insights through reports and presentations, and I work on solving problems and planning improvements. A portion of my time is spent on meetings and collaborating with others. I also undo documents and make sure they stay compliant with policies and regulations.","I most frequently use Microsoft Excel and Power BI for data analysis, reporting, and visualization. I also regularly use Microsoft Outlook and Teams for communication and collaboration. For documentation and project tracking, I rely on Microsoft Word, SharePoint, and occasionally OneNote. When needed, I use ERP systems like SAP and Oracle for operational data and compliance-related tasks.","Certainly, here is a brief walkthrough of the three tasks I spend most of my time on. Number one, data analysis. I gather and clean data using Excel or Power BI. Analyze trends and create reports or dashboards for decision makers. Number two, communication. I coordinate with teams through Microsoft Teams and Outlook, manage meetings and track updates in shared documents. Number three, project tracking. I document project progress in Word or SharePoint and update timelines and deliverables regularly.","I envision using AI to automate routine tasks like data entry and reporting, quick-analyze large databases for insights, and assist drafting emails or documents. This would also help prioritize tasks and flag potential issues before they become problems.",Prolific
