Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
15980,Sustainability Specialists,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",200_a,2025-05-08,4.0,1.0,1.0,1.0,1.0,2.0
20321,Search Marketing Strategists,Create content strategies for digital media.,200_a,2025-05-08,3.0,1.0,1.0,1.0,1.0,2.0
21511,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",200_a,2025-05-08,2.0,3.0,3.0,3.0,4.0,5.0
21519,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",200_a,2025-05-08,4.0,1.0,1.0,4.0,2.0,2.0
21549,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",200_a,2025-05-08,2.0,4.0,2.0,2.0,1.0,4.0
95,Training and Development Specialists,"Schedule classes based on availability of classrooms, equipment, or instructors.",200_a,2025-05-08,2.0,3.0,1.0,1.0,4.0,4.0
15704,Online Merchants,Order or purchase merchandise to maintain optimal inventory levels.,200_a,2025-05-08,3.0,1.0,2.0,2.0,3.0,3.0
15976,Sustainability Specialists,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,200_a,2025-05-08,3.0,1.0,1.0,1.0,2.0,2.0
15734,Online Merchants,"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,2.0
15969,Sustainability Specialists,"Research or review regulatory, technical, or market issues related to sustainability.",200_a,2025-05-08,2.0,1.0,1.0,4.0,1.0,3.0
15730,Online Merchants,"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",200_a,2025-05-08,5.0,1.0,1.0,1.0,1.0,1.0
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,150,2025-05-08,3.0,3.0,5.0,4.0,4.0,3.0
21719,Geographic Information Systems Technologists and Technicians,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",150,2025-05-08,4.0,3.0,2.0,5.0,2.0,4.0
20327,Search Marketing Strategists,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods.",200_a,2025-05-08,4.0,1.0,1.0,3.0,1.0,2.0
15711,Online Merchants,Create or maintain database of customer accounts.,200_a,2025-05-08,4.0,1.0,2.0,3.0,1.0,1.0
16190,Search Marketing Strategists,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,2.0
15717,Online Merchants,"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",200_a,2025-05-08,2.0,1.0,1.0,2.0,3.0,4.0
20328,Search Marketing Strategists,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,2.0
15979,Sustainability Specialists,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",200_a,2025-05-08,1.0,1.0,3.0,4.0,1.0,3.0
15709,Online Merchants,Deliver e-mail confirmation of completed transactions and shipment.,200_a,2025-05-08,5.0,1.0,1.0,1.0,1.0,1.0
20330,Search Marketing Strategists,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,2.0
15710,Online Merchants,"Create, manage, or automate orders or invoices, using order management or invoicing software.",200_a,2025-05-08,5.0,1.0,1.0,1.0,1.0,1.0
15732,Online Merchants,"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",200_a,2025-05-08,3.0,1.0,1.0,2.0,1.0,3.0
15973,Sustainability Specialists,Provide technical or administrative support for sustainability programs or issues.,200_a,2025-05-08,2.0,1.0,2.0,4.0,3.0,5.0
16179,Search Marketing Strategists,Propose online or multiple-sales-channel campaigns to marketing executives.,200_a,2025-05-08,3.0,1.0,1.0,3.0,1.0,3.0
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,200_a,2025-05-08,3.0,1.0,1.0,3.0,1.0,2.0
15975,Sustainability Specialists,Create or maintain plans or other documents related to sustainability projects.,200_a,2025-05-08,2.0,1.0,1.0,4.0,1.0,5.0
20325,Search Marketing Strategists,Execute or manage social media campaigns to inform search marketing tactics.,200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,3.0
15707,Online Merchants,Determine and set product prices.,200_a,2025-05-08,4.0,1.0,1.0,3.0,1.0,2.0
15731,Online Merchants,"Receive and process payments from customers, using electronic transaction services.",200_a,2025-05-08,5.0,1.0,1.0,2.0,1.0,1.0
16150,Business Intelligence Analysts,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",150,2025-05-08,3.0,3.0,2.0,4.0,3.0,3.0
21515,Accountants and Auditors,Prepare adjusting journal entries.,200_a,2025-05-08,4.0,1.0,1.0,2.0,2.0,2.0
20319,Search Marketing Strategists,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,2.0
20318,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,200_a,2025-05-08,4.0,1.0,1.0,2.0,1.0,2.0
17716,Bioinformatics Technicians,Maintain awareness of new and emerging computational methods and technologies.,150,2025-05-08,2.0,5.0,1.0,5.0,4.0,5.0
15714,Online Merchants,Cancel orders based on customer requests or inventory or delivery problems.,200_a,2025-05-08,2.0,1.0,2.0,1.0,5.0,3.0
16188,Search Marketing Strategists,"Communicate and collaborate with merchants, Webmasters, bloggers, or online editors to strategically place hyperlinks.",200_a,2025-05-08,1.0,1.0,1.0,2.0,4.0,5.0
20329,Search Marketing Strategists,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",200_a,2025-05-08,3.0,1.0,1.0,2.0,1.0,3.0
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",200_a,2025-05-08,3.0,1.0,1.0,5.0,1.0,4.0
15968,Sustainability Specialists,Review and revise sustainability proposals or policies.,200_a,2025-05-08,2.0,1.0,2.0,4.0,4.0,4.0
15721,Online Merchants,"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",200_a,2025-05-08,2.0,3.0,1.0,2.0,1.0,4.0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",200_a,2025-05-08,5.0,1.0,1.0,2.0,1.0,1.0
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,150,2025-05-08,2.0,3.0,5.0,4.0,5.0,4.0
93,Training and Development Specialists,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",200_a,2025-05-08,3.0,1.0,1.0,3.0,1.0,3.0
15978,Sustainability Specialists,Collect information about waste stream management or green building practices to inform decision makers.,200_a,2025-05-08,2.0,1.0,1.0,3.0,3.0,4.0
16191,Search Marketing Strategists,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",200_a,2025-05-08,3.0,1.0,1.0,2.0,1.0,3.0
16249,Biostatisticians,Write program code to analyze data with statistical analysis software.,150,2025-05-08,4.0,1.0,2.0,5.0,1.0,4.0
8956,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,150,2025-05-08,5.0,2.0,1.0,4.0,2.0,5.0
16143,Business Intelligence Analysts,"Disseminate information regarding tools, reports, or metadata enhancements.",150,2025-05-08,2.0,4.0,2.0,4.0,5.0,5.0
8954,Statisticians,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",150,2025-05-08,4.0,1.0,2.0,5.0,1.0,3.0
20486,"Architects, Except Landscape and Naval",Plan layouts of structural architectural projects.,150,2025-05-08,3.0,4.0,2.0,5.0,2.0,2.0
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",150,2025-05-08,4.0,2.0,1.0,3.0,1.0,5.0
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",150,2025-05-08,3.0,3.0,3.0,4.0,3.0,3.0
136,"Architects, Except Landscape and Naval",Integrate engineering elements into unified architectural designs.,150,2025-05-08,2.0,3.0,4.0,5.0,2.0,3.0
21725,Geographic Information Systems Technologists and Technicians,Select cartographic elements needed for effective presentation of information.,150,2025-05-08,3.0,3.0,4.0,5.0,2.0,4.0
17707,Bioinformatics Technicians,"Enter or retrieve information from structural databases, protein sequence motif databases, mutation databases, genomic databases or gene expression databases.",150,2025-05-08,2.0,2.0,5.0,5.0,2.0,4.0
8955,Statisticians,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",150,2025-05-08,4.0,1.0,2.0,3.0,3.0,2.0
17721,Bioinformatics Technicians,Conduct quality analyses of data inputs and resulting analyses or predictions.,150,2025-05-08,4.0,1.0,4.0,4.0,2.0,5.0
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,150,2025-05-08,3.0,1.0,4.0,5.0,1.0,3.0
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,150,2025-05-08,2.0,2.0,2.0,5.0,2.0,4.0
16136,Business Intelligence Analysts,"Identify or monitor current and potential customers, using business intelligence tools.",150,2025-05-08,4.0,1.0,2.0,3.0,1.0,2.0
14763,Web Administrators,Develop testing routines and procedures.,150,2025-05-08,2.0,1.0,2.0,4.0,1.0,4.0
17708,Bioinformatics Technicians,"Monitor database performance and perform any necessary maintenance, upgrades, or repairs.",150,2025-05-09,2.0,2.0,3.0,4.0,2.0,5.0
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",150,2025-05-09,3.0,1.0,1.0,3.0,1.0,4.0
134,"Architects, Except Landscape and Naval",Prepare contract documents for building contractors.,150,2025-05-09,4.0,1.0,2.0,2.0,4.0,2.0
17709,Bioinformatics Technicians,"Analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",150,2025-05-09,5.0,1.0,2.0,3.0,1.0,2.0
16135,Business Intelligence Analysts,"Maintain library of model documents, templates, or other reusable knowledge assets.",150,2025-05-09,5.0,1.0,1.0,3.0,1.0,2.0
20479,"Architects, Except Landscape and Naval","Prepare scale drawings or architectural designs, using computer-aided design or other tools.",150,2025-05-09,4.0,2.0,2.0,4.0,2.0,2.0
16236,Document Management Specialists,Operate data capture technology to import digitized documents into document management system.,150,2025-05-09,4.0,4.0,1.0,2.0,1.0,3.0
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,150,2025-05-09,4.0,2.0,2.0,2.0,2.0,2.0
16125,Data Warehousing Specialists,"Implement business rules via stored procedures, middleware, or other technologies.",300_b,2025-05-09,3.0,1.0,2.0,3.0,1.0,3.0
11371,"Production, Planning, and Expediting Clerks","Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.",600_b,2025-05-09,4.0,1.0,1.0,2.0,3.0,2.0
20282,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.",600_b,2025-05-09,4.0,1.0,1.0,1.0,4.0,1.0
11378,"Production, Planning, and Expediting Clerks","Provide documentation and information to account for delays, difficulties, or changes to cost estimates.",600_b,2025-05-09,1.0,1.0,1.0,1.0,2.0,2.0
2806,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Provide services to customers, such as order placement or account information.",600_b,2025-05-09,3.0,1.0,1.0,1.0,2.0,1.0
11374,"Production, Planning, and Expediting Clerks","Maintain files, such as maintenance records, bills of lading, or cost reports.",600_b,2025-05-09,4.0,2.0,2.0,2.0,1.0,1.0
11367,"Production, Planning, and Expediting Clerks","Record production data, including volume produced, consumption of raw materials, or quality control measures.",600_b,2025-05-09,4.0,1.0,1.0,3.0,2.0,1.0
11363,"Production, Planning, and Expediting Clerks","Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",600_b,2025-05-09,2.0,3.0,3.0,1.0,4.0,4.0
783,Medical Secretaries and Administrative Assistants,"Transmit correspondence or medical records by mail, e-mail, or fax.",600_b,2025-05-09,2.0,1.0,1.0,4.0,3.0,4.0
2794,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Open, read, route, and distribute incoming mail or other materials and answer routine letters.",600_b,2025-05-09,5.0,1.0,1.0,2.0,1.0,1.0
2801,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Schedule and confirm appointments for clients, customers, or supervisors.",600_b,2025-05-09,4.0,1.0,1.0,1.0,3.0,1.0
18780,Legal Secretaries and Administrative Assistants,Prepare and distribute invoices to bill clients or pay account expenses.,600_b,2025-05-09,5.0,1.0,1.0,1.0,1.0,1.0
2805,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Conduct searches to find needed information, using such sources as the Internet.",600_b,2025-05-09,2.0,1.0,4.0,4.0,1.0,3.0
789,Medical Secretaries and Administrative Assistants,"Prepare correspondence or assist physicians or medical scientists with preparation of reports, speeches, articles, or conference proceedings.",600_b,2025-05-09,3.0,1.0,3.0,3.0,1.0,3.0
782,Medical Secretaries and Administrative Assistants,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",600_b,2025-05-09,2.0,3.0,1.0,3.0,1.0,4.0
20438,Medical Secretaries and Administrative Assistants,"Schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders.",600_b,2025-05-09,1.0,1.0,1.0,3.0,3.0,4.0
2800,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,600_b,2025-05-09,4.0,1.0,1.0,1.0,4.0,1.0
11370,"Production, Planning, and Expediting Clerks",Distribute production schedules or work orders to departments.,600_b,2025-05-09,2.0,1.0,2.0,1.0,3.0,4.0
775,Medical Secretaries and Administrative Assistants,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",600_b,2025-05-09,2.0,1.0,1.0,4.0,4.0,3.0
11373,"Production, Planning, and Expediting Clerks",Contact suppliers to verify shipment details.,600_b,2025-05-09,4.0,1.0,1.0,1.0,4.0,3.0
776,Medical Secretaries and Administrative Assistants,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",600_b,2025-05-09,2.0,1.0,3.0,3.0,3.0,4.0
11377,"Production, Planning, and Expediting Clerks","Compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.",600_b,2025-05-09,2.0,1.0,1.0,3.0,3.0,3.0
2795,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complete forms in accordance with company procedures.,600_b,2025-05-09,2.0,1.0,3.0,2.0,5.0,4.0
787,Medical Secretaries and Administrative Assistants,"Perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records.",600_b,2025-05-09,4.0,1.0,1.0,4.0,1.0,2.0
774,Legal Secretaries and Administrative Assistants,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",600_b,2025-05-09,2.0,2.0,2.0,1.0,3.0,3.0
21079,Legal Secretaries and Administrative Assistants,Make travel arrangements for attorneys.,600_b,2025-05-09,4.0,1.0,2.0,1.0,1.0,1.0
20280,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing.",600_b,2025-05-09,2.0,2.0,1.0,2.0,3.0,2.0
786,Medical Secretaries and Administrative Assistants,Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,600_b,2025-05-09,1.0,2.0,2.0,3.0,1.0,4.0
2809,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Establish work procedures or schedules and keep track of the daily work of clerical staff.,600_b,2025-05-09,1.0,1.0,4.0,5.0,4.0,5.0
2733,"Dispatchers, Except Police, Fire, and Ambulance","Advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",600_b,2025-05-09,1.0,1.0,1.0,3.0,3.0,4.0
778,Medical Secretaries and Administrative Assistants,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",600_b,2025-05-09,4.0,1.0,4.0,4.0,1.0,1.0
11368,"Production, Planning, and Expediting Clerks",Requisition and maintain inventories of materials or supplies necessary to meet production demands.,600_b,2025-05-09,2.0,1.0,1.0,4.0,4.0,3.0
2793,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Locate and attach appropriate files to incoming correspondence requiring replies.,600_b,2025-05-09,2.0,2.0,2.0,4.0,4.0,4.0
11375,"Production, Planning, and Expediting Clerks","Plan production commitments or timetables for business units, specific programs, or jobs, using sales forecasts.",600_b,2025-05-09,2.0,1.0,4.0,5.0,2.0,5.0
11369,"Production, Planning, and Expediting Clerks","Calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",600_b,2025-05-09,3.0,2.0,3.0,2.0,4.0,3.0
773,Legal Secretaries and Administrative Assistants,Submit articles and information from searches to attorneys for review and approval for use.,600_b,2025-05-09,1.0,1.0,4.0,4.0,4.0,4.0
20284,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",600_b,2025-05-09,1.0,2.0,3.0,3.0,3.0,4.0
20168,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",50_a,2025-05-10,5.0,1.0,4.0,3.0,1.0,2.0
20286,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",600_b,2025-05-09,4.0,1.0,1.0,1.0,1.0,1.0
766,Legal Secretaries and Administrative Assistants,Schedule and make appointments.,600_b,2025-05-09,4.0,1.0,1.0,4.0,1.0,1.0
771,Legal Secretaries and Administrative Assistants,Draft and type office memos.,600_b,2025-05-09,4.0,2.0,1.0,1.0,1.0,1.0
784,Medical Secretaries and Administrative Assistants,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",600_b,2025-05-09,1.0,1.0,4.0,4.0,3.0,4.0
20285,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",600_b,2025-05-09,1.0,1.0,3.0,3.0,3.0,2.0
781,Medical Secretaries and Administrative Assistants,"Maintain medical records, technical library, or correspondence files.",600_b,2025-05-09,1.0,1.0,3.0,3.0,3.0,5.0
2813,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",600_b,2025-05-09,5.0,1.0,1.0,1.0,3.0,1.0
2797,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",600_b,2025-05-09,4.0,1.0,1.0,3.0,2.0,2.0
21078,Legal Secretaries and Administrative Assistants,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",600_b,2025-05-09,1.0,1.0,2.0,2.0,3.0,5.0
788,Medical Secretaries and Administrative Assistants,Complete insurance or other claim forms.,600_b,2025-05-09,3.0,1.0,1.0,3.0,3.0,2.0
20281,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Create, maintain, and enter information into databases.",600_b,2025-05-09,1.0,1.0,2.0,4.0,1.0,4.0
11376,"Production, Planning, and Expediting Clerks","Establish and prepare product construction directions and locations and information on required tools, materials, equipment, numbers of workers needed, and cost projections.",600_b,2025-05-09,1.0,1.0,1.0,2.0,2.0,3.0
768,Legal Secretaries and Administrative Assistants,"Organize and maintain law libraries, documents, and case files.",600_b,2025-05-09,2.0,1.0,2.0,2.0,3.0,2.0
18032,Regulatory Affairs Managers,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,100_a,2025-05-09,2.0,4.0,3.0,4.0,4.0,4.0
15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,100_a,2025-05-09,2.0,4.0,3.0,4.0,4.0,4.0
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",100_a,2025-05-09,2.0,4.0,3.0,4.0,4.0,4.0
15595,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",100_a,2025-05-09,2.0,4.0,3.0,4.0,4.0,4.0
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,100_a,2025-05-09,3.0,2.0,2.0,3.0,1.0,2.0
1151,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",100_a,2025-05-09,2.0,1.0,2.0,3.0,1.0,2.0
20846,Cost Estimators,Collect historical cost data to estimate costs for current or future products.,100_a,2025-05-09,3.0,2.0,3.0,4.0,1.0,2.0
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",100_a,2025-05-09,1.0,3.0,4.0,4.0,4.0,4.0
52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",100_a,2025-05-09,3.0,2.0,2.0,3.0,3.0,3.0
18045,Regulatory Affairs Specialists,"Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.",100_a,2025-05-09,2.0,2.0,2.0,4.0,3.0,3.0
15609,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",100_a,2025-05-09,2.0,1.0,2.0,3.0,1.0,2.0
1157,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",100_a,2025-05-09,2.0,3.0,4.0,4.0,4.0,4.0
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,100_a,2025-05-09,2.0,1.0,3.0,4.0,2.0,2.0
18058,Regulatory Affairs Specialists,"Maintain current knowledge base of existing and emerging regulations, standards, or guidance documents.",100_a,2025-05-09,2.0,2.0,3.0,4.0,3.0,3.0
15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",100_a,2025-05-09,1.0,2.0,1.0,2.0,2.0,2.0
15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",100_a,2025-05-09,1.0,3.0,2.0,5.0,4.0,4.0
18030,Regulatory Affairs Managers,"Maintain current knowledge of relevant regulations, including proposed and final rules.",100_a,2025-05-09,1.0,3.0,4.0,4.0,2.0,4.0
18037,Regulatory Affairs Managers,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",100_a,2025-05-10,2.0,1.0,3.0,4.0,1.0,3.0
15584,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,100_a,2025-05-10,4.0,2.0,3.0,2.0,2.0,2.0
985,Human Resources Managers,"Provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion, and employee benefits.",50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,1.0
3226,Advertising and Promotions Managers,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",50_a,2025-05-10,5.0,1.0,2.0,2.0,1.0,1.0
1033,Purchasing Managers,Prepare bid awards requiring board approval.,50_a,2025-05-10,5.0,1.0,1.0,1.0,1.0,1.0
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",50_a,2025-05-10,5.0,1.0,3.0,2.0,1.0,2.0
15430,Quality Control Systems Managers,Monitor performance of quality control systems to ensure effectiveness and efficiency.,50_a,2025-05-10,5.0,1.0,2.0,1.0,1.0,2.0
1026,Purchasing Managers,Analyze market and delivery systems to assess present and future material availability.,50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,2.0
8861,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",50_a,2025-05-10,4.0,1.0,3.0,2.0,4.0,3.0
15428,Quality Control Systems Managers,Analyze quality control test results and provide feedback and interpretation to production management or staff.,50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,2.0
15423,Quality Control Systems Managers,"Document testing procedures, methodologies, or criteria.",50_a,2025-05-10,5.0,1.0,2.0,3.0,2.0,2.0
15697,Supply Chain Managers,Analyze information about supplier performance or procurement program success.,50_a,2025-05-10,5.0,1.0,2.0,2.0,1.0,1.0
15696,Supply Chain Managers,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.",50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,2.0
15461,Biofuels Production Managers,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of biofuels to maintain processes at required levels.",50_a,2025-05-10,4.0,2.0,1.0,3.0,1.0,2.0
1025,Purchasing Managers,Review purchase order claims and contracts for conformance to company policy.,50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,1.0
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",50_a,2025-05-10,4.0,1.0,3.0,3.0,3.0,3.0
15680,Supply Chain Managers,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,50_a,2025-05-10,5.0,1.0,3.0,2.0,2.0,1.0
20943,Supply Chain Managers,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.",50_a,2025-05-10,4.0,2.0,3.0,2.0,2.0,4.0
993,Human Resources Managers,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,1.0
15415,Quality Control Systems Managers,Review and update standard operating procedures or quality assurance manuals.,50_a,2025-05-10,5.0,1.0,1.0,1.0,2.0,1.0
982,Human Resources Managers,"Administer compensation, benefits, and performance management systems, and safety and recreation programs.",50_a,2025-05-10,5.0,1.0,3.0,2.0,3.0,2.0
15459,Biofuels Production Managers,"Conduct cost, material, and efficiency studies for biofuels production plants or operations.",50_a,2025-05-10,4.0,1.0,2.0,4.0,1.0,3.0
15416,Quality Control Systems Managers,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",50_a,2025-05-10,4.0,1.0,2.0,2.0,2.0,2.0
1035,Purchasing Managers,Administer online purchasing systems.,50_a,2025-05-10,5.0,1.0,4.0,2.0,1.0,2.0
8865,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",50_a,2025-05-10,4.0,1.0,2.0,2.0,3.0,3.0
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",50_a,2025-05-10,5.0,1.0,2.0,4.0,1.0,2.0
21317,Financial Managers,"Examine, evaluate, or process loan applications.",50_a,2025-05-10,5.0,1.0,2.0,2.0,2.0,2.0
8867,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",50_a,2025-05-10,5.0,1.0,1.0,3.0,1.0,2.0
